millis,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,pressao_Pa,altura_m,vz_ms,mag_giroscopia_rads
32717,0.24,6.03,7.46,0.0175,0.0135,-0.0061,91972.45,809.49,0.02,0.0229
32781,0.25,6.08,7.48,0.0160,0.0125,-0.0061,91972.45,809.49,0.01,0.0212
32841,0.23,6.08,7.44,0.0203,0.0096,-0.0059,91972.63,809.48,-0.07,0.0232
32905,0.22,6.02,7.46,0.0173,0.0117,-0.0056,91972.63,809.48,-0.05,0.0217
32980,0.27,6.07,7.46,0.0165,0.0136,-0.0075,91972.63,809.48,-0.03,0.0227
33044,0.24,6.01,7.47,0.0160,0.0124,-0.0061,91972.63,809.48,-0.02,0.0211
33104,0.26,6.07,7.45,0.0156,0.0128,-0.0057,91972.63,809.48,-0.02,0.0210
33168,0.28,6.02,7.44,0.0155,0.0108,-0.0052,91972.63,809.48,-0.01,0.0196
33228,0.20,6.00,7.49,0.0168,0.0145,-0.0051,91972.63,809.48,-0.01,0.0228
33292,0.29,6.09,7.42,0.0159,0.0133,-0.0052,91972.63,809.48,-0.01,0.0214
33352,0.26,6.07,7.47,0.0179,0.0121,-0.0069,91972.63,809.48,-0.00,0.0227
33419,0.25,6.03,7.50,0.0181,0.0103,-0.0069,91972.63,809.48,-0.00,0.0219
33481,0.27,6.11,7.47,0.0159,0.0141,-0.0071,91972.63,809.48,-0.00,0.0224
33543,0.26,6.07,7.44,0.0157,0.0121,-0.0043,91972.63,809.48,-0.00,0.0203
33605,0.21,6.02,7.46,0.0196,0.0132,-0.0073,91972.63,809.48,-0.00,0.0247
33672,0.25,6.06,7.46,0.0188,0.0105,-0.0049,91972.63,809.48,-0.00,0.0221
33734,0.24,6.05,7.42,0.0145,0.0128,-0.0051,91972.63,809.48,-0.00,0.0200
33796,0.25,6.00,7.48,0.0172,0.0115,-0.0071,91972.63,809.48,-0.00,0.0218
33863,0.26,6.15,7.57,0.0136,0.0133,-0.0045,91972.63,809.48,-0.00,0.0196
33923,0.27,5.97,7.49,0.0171,0.0117,-0.0069,91972.63,809.48,-0.00,0.0218
33987,0.26,6.06,7.47,0.0180,0.0113,-0.0083,91972.63,809.48,-0.00,0.0228
34047,0.28,6.08,7.46,0.0195,0.0128,-0.0063,91972.63,809.48,-0.00,0.0241
34111,0.22,6.06,7.43,0.0189,0.0136,-0.0057,91972.63,809.48,-0.00,0.0240
34172,0.23,5.99,7.43,0.0156,0.0088,-0.0051,91972.63,809.48,-0.00,0.0186
34236,0.22,6.08,7.42,0.0177,0.0121,-0.0072,91972.63,809.48,-0.00,0.0226
34301,0.23,6.04,7.50,0.0177,0.0091,-0.0075,91972.63,809.48,-0.00,0.0213
34363,0.24,6.10,7.48,0.0151,0.0119,-0.0060,91972.63,809.48,-0.00,0.0201
34425,0.25,6.09,7.44,0.0144,0.0105,-0.0052,91972.63,809.48,-0.00,0.0186
34487,0.23,6.02,7.45,0.0185,0.0136,-0.0059,91972.63,809.48,-0.00,0.0237
34549,0.25,6.12,7.51,0.0191,0.0111,-0.0061,91972.63,809.48,-0.00,0.0229
34611,0.26,6.06,7.47,0.0171,0.0093,-0.0073,91972.63,809.48,-0.00,0.0208
34673,0.22,6.08,7.48,0.0152,0.0096,-0.0057,91972.63,809.48,-0.00,0.0189
34738,0.24,6.03,7.41,0.0176,0.0109,-0.0072,91972.63,809.48,-0.00,0.0219
34802,0.24,6.07,7.46,0.0184,0.0113,-0.0073,91972.63,809.48,-0.00,0.0228
34863,0.21,6.04,7.45,0.0175,0.0121,-0.0075,91972.45,809.49,0.08,0.0225
34927,0.23,6.09,7.48,0.0167,0.0117,-0.0084,91972.45,809.49,0.05,0.0220
34987,0.25,6.09,7.46,0.0168,0.0124,-0.0060,91972.45,809.49,0.04,0.0217
35051,0.18,5.99,7.46,0.0180,0.0085,-0.0084,91972.45,809.49,0.03,0.0216
35111,0.25,6.02,7.44,0.0184,0.0117,-0.0087,91972.45,809.49,0.02,0.0235
35178,0.29,6.05,7.47,0.0188,0.0149,-0.0069,91972.45,809.49,0.01,0.0250
35240,0.27,6.00,7.46,0.0171,0.0096,-0.0060,91972.45,809.49,0.01,0.0205
35302,0.26,6.08,7.46,0.0157,0.0120,-0.0072,91972.45,809.49,0.01,0.0210
35364,0.27,6.06,7.42,0.0176,0.0143,-0.0075,91972.45,809.49,0.00,0.0238
35426,0.25,6.03,7.47,0.0208,0.0073,-0.0033,91972.45,809.49,0.00,0.0223
35488,0.28,6.09,7.45,0.0157,0.0103,-0.0069,91972.45,809.49,0.00,0.0200
35550,0.26,6.03,7.48,0.0168,0.0100,-0.0063,91972.45,809.49,0.00,0.0205
35617,0.22,6.06,7.44,0.0155,0.0103,-0.0079,91972.45,809.49,0.00,0.0201
35682,0.26,6.05,7.44,0.0173,0.0100,-0.0060,91972.45,809.49,0.00,0.0209
35746,0.22,6.05,7.48,0.0165,0.0120,-0.0060,91972.45,809.49,0.00,0.0213
